YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FLAG
2021,5,28,12,37,46,0
2021,5,28,12,44,6,0
2021,5,28,12,49,10,0
2021,5,28,12,54,12,0
2021,5,28,13,2,35,0
2021,5,28,13,7,20,0
2021,5,28,13,12,46,0
2021,5,28,13,17,50,0
2021,5,28,13,27,52,0
2021,5,28,13,33,14,0
2021,5,28,13,37,40,0
2021,5,28,13,43,9,2
2021,5,28,13,48,12,2
2021,5,28,13,53,37,2
2021,5,28,14,3,9,2
2021,5,28,14,7,56,2
2021,5,28,14,13,23,2
2021,5,28,14,23,34,2
2021,5,28,14,28,39,2
2021,5,28,14,33,35,2
2021,5,28,14,38,42,2
2021,5,28,14,43,39,2
2021,5,28,14,48,23,2
2021,5,28,14,55,20,2
2021,5,28,15,3,5,2
2021,5,28,15,7,21,0
2021,5,28,15,13,8,2
2021,5,28,15,18,9,2
2021,5,28,15,23,8,2
2021,5,28,15,28,8,0
2021,5,28,15,33,6,0
2021,5,28,15,38,12,0
2021,5,28,15,43,22,0
2021,5,28,15,48,24,0
2021,5,28,16,15,33,0
2021,5,28,16,25,52,0
2021,5,29,10,12,25,0
2021,5,29,10,20,27,0
2021,5,29,10,30,19,0
2021,5,29,10,36,8,0
2021,5,29,10,40,14,0
2021,5,29,10,47,34,2
2021,5,29,10,52,48,2
2021,5,29,11,7,40,2
2021,5,29,11,12,33,2
2021,5,29,11,17,24,2
2021,5,29,11,22,18,0
2021,5,29,11,27,31,0
2021,5,29,11,32,22,0
2021,5,29,11,37,31,0
2021,5,29,11,42,37,2
2021,5,29,11,47,46,2
2021,5,29,11,53,0,2
2021,5,29,12,2,34,2
2021,5,29,12,7,11,2
2021,5,29,12,12,27,2
2021,5,29,12,17,2,2
2021,5,29,12,22,40,2
2021,5,29,12,27,28,2
2021,5,29,12,32,37,2
2021,5,29,12,37,54,2
2021,5,29,12,42,53,2
2021,5,30,9,3,24,0
2021,5,30,9,36,33,0
2021,5,30,10,13,46,0
2021,5,30,10,18,7,2
2021,5,30,10,23,13,2
2021,5,30,10,36,46,2
2021,5,30,15,22,16,2
2021,5,30,15,27,47,0
2021,5,30,15,32,25,0
2021,5,30,15,38,6,2
2021,5,30,15,48,7,0
2021,5,30,15,53,51,0
2021,5,30,16,4,49,2
2021,5,30,16,9,5,2
2021,5,30,16,13,45,2
2021,5,30,16,19,11,2
2021,5,30,16,24,23,2
2021,5,30,16,35,9,0
2021,5,30,16,39,39,0
2021,5,30,16,44,51,2
2021,5,30,16,50,33,2
2021,5,30,16,55,12,2
2021,5,30,17,2,19,2
2021,5,30,17,7,49,2
2021,5,31,11,6,53,2
2021,5,31,11,11,16,2
2021,5,31,11,16,20,2
2021,5,31,11,21,45,2
2021,5,31,11,26,41,2
2021,5,31,11,31,39,2
2021,5,31,11,36,46,2
2021,5,31,11,41,52,2
2021,5,31,11,46,56,2
2021,5,31,11,52,2,2
2021,5,31,11,57,3,2
2021,5,31,12,2,11,2
2021,5,31,12,7,51,2
2021,5,31,12,12,39,2
2021,5,31,12,17,30,2
2021,5,31,12,22,51,2
2021,5,31,12,27,51,2
2021,5,31,12,33,1,2
2021,5,31,12,38,9,2
2021,5,31,12,43,15,2
2021,5,31,12,48,24,2
2021,5,31,12,53,27,2
2021,5,31,13,2,30,2
2021,5,31,13,7,42,2
2021,5,31,13,12,34,2
2021,5,31,13,17,38,2
2021,5,31,13,22,45,2
2021,5,31,13,27,55,2
2021,5,31,13,32,54,2
2021,5,31,13,38,5,2
2021,5,31,13,43,8,2
2021,5,31,13,48,15,2
2021,5,31,13,53,16,2
2021,5,31,14,4,2,2
2021,5,31,14,8,56,2
2021,5,31,14,13,43,2
2021,5,31,14,19,2,2
2021,5,31,14,24,17,2
2021,5,31,14,29,10,2
2021,5,31,14,34,23,2
2021,5,31,14,39,25,2
2021,5,31,14,44,30,2
2021,5,31,14,49,40,2
2021,5,31,14,54,39,2
2021,5,31,15,2,26,2
2021,5,31,15,7,33,2
2021,5,31,15,12,39,2
2021,5,31,15,17,34,2
2021,5,31,15,22,40,2
2021,5,31,15,27,44,2
2021,5,31,15,32,48,2
2021,5,31,15,37,47,2
2021,5,31,15,45,1,2
2021,5,31,15,50,2,2
2021,5,31,15,54,58,2
2021,5,31,16,2,47,2
2021,5,31,16,7,22,2
2021,5,31,16,12,57,2
2021,5,31,16,18,14,2
2021,5,31,16,23,14,2
2021,5,31,16,28,2,2
2021,5,31,16,33,14,2
2021,5,31,16,37,54,2
